id	filename	md5	size	state
52a939dc-7d38-463c-b2b0-2ec933346913	TCGA-LUSC.3739ca5f-d410-44bd-b0e7-d64e72ab650a.ascat2.allelic_specific.seg.txt	7e47739181ac89010465359a0fea6451	21593	released
dabcb08e-8a60-49a6-bb33-21a0a689e27f	TCGA-LUSC.ee948383-49bf-4d8f-aa74-b381c49a89e4.arriba.rna_fusion.tsv	ac518e1110d5ba670b396d93ce404f6f	18959	released
eb24c453-8bfc-4631-9c78-f7f2b807bc83	TCGA-43-3394-01A-01-BS1.b56528fa-5cb2-4769-ba79-c3f091d3ced3.svs	7911924d5601c08d2cb41c98e6281059	119441061	released
a5ca569d-63be-40a7-a014-6f186ee18ef8	ELBOW_p_TCGAb39_SNP_N_GenomeWideSNP_6_A09_598666.CEL	c07ba1a75b14bcb1554e0a993f833722	69092109	released
54fd73f9-182f-4678-ae16-d179b004beb9	ELBOW_p_TCGAb39_SNP_N_GenomeWideSNP_6_A09_598666.nocnv_grch38.seg.v2.txt	9755e300cec6549f093d12af3411e5aa	43624	released
a67beda7-56a0-4c86-9c79-c9c747bb7613	4802b79e-5152-4c14-8a38-ed86c49a6301.wxs.muse.raw_somatic_mutation.vcf.gz	191af8a231d6c4856ac997638f4783fb	41667	released
bf880129-b42a-4817-9ea8-389fdd61392a	754bfb54-75ac-4f0a-86b9-162e3b08e35b.methylation_array.sesame.level3betas.txt	3806adb255a5b0823d2be613f97e3c7b	13101162	released
57205adf-6776-48ff-abb2-152f8daf2ea1	HILLY_p_TCGA_b90_wRedos_SNP_N_GenomeWideSNP_6_C01_748194.nocnv_grch38.seg.v2.txt	42156a55a890ffcfe796504b05088c2e	4179	released
8d438e4e-0c9f-4ac1-a13c-b3eab0617760	TCGA-43-3394-11A-01-TS1.ad918725-1b17-44a1-b301-148413a762c9.svs	3b3974afe78057ad75672afce3eec270	134337327	released
d280c338-da17-4141-9a1c-dd7b53a00998	TCGA-LUSC.4ebd9a01-5501-4a60-9fa5-ba712a042c12.wgs.varscan2.raw_somatic_mutation.vcf.gz	19ada91edb949e13778ba72382d84ef3	2131003	released
9c1db7b3-c372-4668-a497-2d49d648ed09	TCGA-LUSC.ee948383-49bf-4d8f-aa74-b381c49a89e4.arriba.rna_fusion.bedpe	9e0ec843bef12e199c929ec236ceaf65	7440	released
4a098c70-4bce-496c-b945-07baa518ab1c	TCGA-LUSC.3739ca5f-d410-44bd-b0e7-d64e72ab650a.ascat3.allelic_specific.seg.txt	395b845701e0ddc8928e851b3a9df8a2	8361	released
71795724-8fe7-4bcc-98bf-a7312e9f79bd	25e13a03-c910-43d1-a51c-69c2dedc792c.wxs.MuSE.aliquot.maf.gz	08f0e60952ee757bf2b31413084c507a	243055	released
d70c0d41-ce4b-46a1-82a4-77bfa2fa645d	TCGA_LUSC.cac51a6b-70d7-4074-804d-999c942aeae3.wxs.Pindel.somatic_annotation.vcf.gz	3d5896a6741104e54903ed49d8c6c0de	251174	released
d485a315-23f4-44b6-89fb-6a82f9527c3f	ELBOW_p_TCGAb39_SNP_N_GenomeWideSNP_6_A09_598666.grch38.seg.v2.txt	ec8c381e12243aee661b33b686428d2d	86780	released
a2541c72-d02f-4acb-8d35-537080c94ea8	61192f9b-94eb-49f4-b2b5-eafe75092930.rna_seq.augmented_star_gene_counts.tsv	20c1f863ded5948cc8391e3afa42c932	4253896	released
766522a9-c002-4632-b0f5-3e3b0bfe3b85	TCGA-LUSC.19ba8553-259a-435a-b749-4a4bc51354f4.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	159512fe4617a62ab2a487e0f096d560	2715669	released
64e07251-31eb-4343-94e7-c8805cf37b9e	1df29a3c-c43c-4161-af6a-a04d80a591cf.wxs.MuTect2.aliquot.maf.gz	0ed1bc6445c75999e0acfe058dd688ff	7919942	released
903202c5-eb33-4ed8-bedf-3af01bc958df	TCGA-LUSC.dc50b580-d8bb-4821-a44e-b0855dfaa205.arriba.rna_fusion.bedpe	41ad11a950758c88c3ef24595a5dd1c3	1178	released
d2b98f3e-6688-4501-9fc5-c6c82bd32197	c3cf63ad-f15b-439f-be78-0a3c158d6381_wxs_gdc_realn.bam	c1d25edfce5dc53aba0afb40a6e4773f	19954232753	released
5c510cda-f53e-4b85-9c11-10132337bdea	f6690e32-6897-41bb-96cc-50ce78a052b2.wxs.Pindel.aliquot.maf.gz	064366d41d399641135f746ea090da6b	165139	released
4fc01a02-f7e1-47be-8577-4150ee74407b	efe4d5dd-fffb-41df-ab86-be06cc16646f_wgs_gdc_realn.cr.igv.reheader.seg.txt	4a6ed11bac40f7dbf61d341f70cb20eb	203508	released
d423f3e5-9f73-4541-83c0-48c811ce6e94	HILLY_p_TCGA_b90_wRedos_SNP_N_GenomeWideSNP_6_A07_748138.grch38.seg.v2.txt	8b1c7fe16e6e1e1272351f6f6d46c0f2	47989	released
b5d1e87d-b617-488f-a63c-0b0e7215072b	HILLY_p_TCGA_b90_wRedos_SNP_N_GenomeWideSNP_6_C01_748194.CEL	deb7547779cb5661632f9932f985bc62	69082321	released
8d4d6609-b64c-4ad4-8c7b-4b4a80db208a	3a675519-07d5-47c6-bf4d-59d1977fb83e_wgs_gdc_realn.bam	cb245e7e580beaacefff8d16f7b9650d	121573085406	released
df76b6c2-bc0a-492a-8a00-5e5f791e71a4	TCGA-LUSC.dc4ae2c0-9487-46ee-b654-37dd8d3c3c49.star_fusion.rna_fusion.bedpe	6e5690795ff424264402ab9d2661b62b	229	released
8595c4cd-19b9-4ad0-9822-c90c495c8cf5	ELBOW_p_TCGAb39_SNP_N_GenomeWideSNP_6_A01_598582.birdseed.data.txt	4939293049c721c093158892f20b2046	20851954	released
